zip,n_registrations,pct_destroyed,pct_sba_approved,pct_flood_damage,pct_foundation_damage,pct_roof_damage,pct_flood_insured,mean_water_depth_m,median_water_depth_m,mean_flood_damage_amt,mean_ihp_amount,total_ihp_amount
77375,357,0.0,0.047619047619047616,0.39215686274509803,0.0,0.008403361344537815,0.27450980392156865,0.07989971988795518,0.0,5307.369495798319,3147.9638655462186,1123823.1
77377,103,0.0,0.05825242718446602,0.14563106796116504,0.009708737864077669,0.02912621359223301,0.21359223300970873,0.03797669902912621,0.0,1734.4344660194174,1232.2319417475728,126919.89
77378,30,0.0,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.026246666666666665,0.0,437.957,858.5463333333333,25756.39
77379,593,0.0,0.09106239460370995,0.4451939291736931,0.008431703204047217,0.04047217537942664,0.3288364249578415,0.3213335581787521,0.0,11829.175075885329,5463.069055649242,3239599.95
77380,164,0.0,0.054878048780487805,0.5792682926829268,0.0,0.036585365853658534,0.49390243902439024,0.3123890243902439,0.1016,10026.33274390244,3881.3390853658534,636539.61
77381,60,0.0,0.06666666666666667,0.26666666666666666,0.0,0.05,0.3333333333333333,0.18796,0.0,5520.304666666666,1531.4038333333333,91884.23
77384,26,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.38461538461538464,0.0,0.0,0.0,115.38461538461539,3000.0
77385,196,0.015306122448979591,0.12755102040816327,0.5357142857142857,0.02040816326530612,0.030612244897959183,0.41836734693877553,0.5030755102040816,0.07619999999999999,14115.292551020408,4828.534285714286,946392.72
77386,354,0.0,0.059322033898305086,0.3163841807909605,0.0,0.02824858757062147,0.2288135593220339,0.12821977401129944,0.0,4377.55395480226,2516.0422033898303,890678.94
77388,358,0.0,0.061452513966480445,0.3016759776536313,0.002793296089385475,0.04189944134078212,0.2569832402234637,0.13586871508379889,0.0,5464.073296089386,3252.8789385474856,1164530.66
77389,153,0.0,0.05228758169934641,0.3333333333333333,0.0196078431372549,0.0196078431372549,0.3202614379084967,0.17481176470588233,0.0,6013.491503267975,2523.5855555555554,386108.58999999997
77396,565,0.0,0.024778761061946902,0.16283185840707964,0.0035398230088495575,0.07079646017699115,0.18584070796460178,0.03672884955752212,0.0,1293.438336283186,859.121592920354,485403.7
77401,538,0.0,0.0687732342007435,0.7193308550185874,0.0018587360594795538,0.020446096654275093,0.8345724907063197,0.2625453531598513,0.17779999999999999,10608.712639405205,3086.0962639405207,1660319.79
77406,669,0.0,0.02391629297458894,0.16591928251121077,0.014947683109118086,0.02092675635276532,0.4125560538116592,0.04855994020926756,0.0,2497.2566666666667,1017.1893572496264,680499.68
77407,1258,0.0,0.08426073131955485,0.3481717011128776,0.0023847376788553257,0.0397456279809221,0.09220985691573927,0.0742616852146264,0.0,4691.68086645469,4607.43673290938,5796155.41
77414,711,0.0,0.014064697609001406,0.0759493670886076,0.004219409282700422,0.03375527426160337,0.38255977496483823,0.015611533052039382,0.0,467.6760337552742,566.6419690576653,402882.44
77420,37,0.0,0.0,0.5945945945945946,0.05405405405405406,0.05405405405405406,0.1891891891891892,0.24713513513513513,0.07619999999999999,6592.395945945946,3933.6348648648645,145544.49
77422,474,0.0,0.06118143459915612,0.29957805907172996,0.02109704641350211,0.0189873417721519,0.4978902953586498,0.1694940928270042,0.0,5128.916898734177,2792.6180801687765,1323700.97
77423,144,0.0,0.04861111111111111,0.4236111111111111,0.027777777777777776,0.04861111111111111,0.2986111111111111,0.1160638888888889,0.0,4410.119722222222,2304.8483333333334,331898.16000000003
77429,782,0.0,0.08312020460358056,0.4884910485933504,0.0076726342710997444,0.04603580562659847,0.4296675191815857,0.15902608695652173,0.0,7443.373158567774,3365.6989514066495,2631976.58
77430,35,0.0,0.02857142857142857,0.42857142857142855,0.02857142857142857,0.0,0.5428571428571428,0.2329542857142857,0.0,3924.2068571428567,1309.744,45841.04
77433,716,0.0,0.040502793296089384,0.21089385474860337,0.00558659217877095,0.04329608938547486,0.1787709497206704,0.03849022346368715,0.0,2441.9248044692736,1792.7206843575418,1283588.01
77434,23,0.0,0.0,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.02871304347826087,0.0,482.03565217391304,473.7339130434783,10895.880000000001
77435,49,0.0,0.02040816326530612,0.4897959183673469,0.02040816326530612,0.08163265306122448,0.42857142857142855,0.3737428571428571,0.0508,10756.597959183675,2269.5204081632655,111206.5
77437,58,0.0,0.0,0.05172413793103448,0.017241379310344827,0.0,0.1896551724137931,0.0013137931034482757,0.0,160.3203448275862,265.49086206896555,15398.470000000001
