iota,capex_net_M,opex_M,ecl_event_M,ecl_annual_M,icr_c
0.4,221.37891373406254,39.82797799019107,261.20689172425364,47.01724051036565,5.430766344462883
0.5,184.48242811171878,33.189981658492556,217.67240977021135,39.181033758638044,5.44295329119963
0.6,147.58594248937501,26.551985326794046,174.13792781616905,31.34482700691043,5.455140237936376
0.7,110.68945686703128,19.913988995095536,130.60344586212682,23.508620255182826,5.467327184673121
0.8,73.7929712446875,13.27599266339702,87.06896390808451,15.672413503455212,5.479514131409868
